current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-02-10 09:04:10,342.50,0.01,2AF80W342,337.50,0.01,2AF80W337,330.00,0.44,3AF80W330,327.50,0.1,3AF80W327,2.17,331.16
2025-02-10 09:08:19,337.50,0.01,2AF80W337,342.50,0.01,2AF80W342,330.00,0.39,3AF80W330,327.50,0.13,3AF80W327,2.08,331.85
2025-02-10 09:12:28,337.50,0.01,2AF80W337,342.50,0.01,2AF80W342,330.00,0.36,3AF80W330,327.50,0.09,3AF80W327,1.98,331.72
2025-02-10 09:16:36,337.50,0.01,2AF80W337,340.00,0.01,2AF80W340,330.00,0.37,3AF80W330,327.50,0.07,3AF80W327,1.92,331.82
2025-02-10 09:20:45,335.00,0.04,2AF80W335,337.50,0.01,2AF80W337,330.00,0.4,3AF80W330,327.50,0.07,3AF80W327,1.9500000000000002,331.51
2025-02-10 09:24:54,335.00,0.04,2AF80W335,337.50,0.01,2AF80W337,330.00,0.32,3AF80W330,327.50,0.07,3AF80W327,1.93,331.16
2025-02-10 09:29:03,337.50,0.01,2AF80W337,335.00,0.01,2AF80W335,330.00,0.63,3AF80W330,327.50,0.1,3AF80W327,1.79,330.71
2025-02-10 09:33:12,332.50,0.2,2AF80W332,335.00,0.02,2AF80W335,330.00,0.56,3AF80W330,327.50,0.11,3AF80W327,1.78,331.13
2025-02-10 09:37:21,332.50,0.21,2AF80W332,337.50,0.01,2AF80W337,330.00,0.46,3AF80W330,327.50,0.06,3AF80W327,1.73,332.04
2025-02-10 09:41:30,335.00,0.03,2AF80W335,337.50,0.01,2AF80W337,330.00,0.26,3AF80W330,327.50,0.04,3AF80W327,1.75,332.24
2025-02-10 09:45:39,335.00,0.06,2AF80W335,337.50,0.01,2AF80W337,330.00,0.22,3AF80W330,327.50,0.03,3AF80W327,1.62,332.49
2025-02-10 09:49:47,335.00,0.06,2AF80W335,337.50,0.02,2AF80W337,330.00,0.15,3AF80W330,327.50,0.03,3AF80W327,1.54,332.98
2025-02-10 09:53:56,335.00,0.11,2AF80W335,337.50,0.01,2AF80W337,330.00,0.09,3AF80W330,327.50,0.01,3AF80W327,1.46,332.88
2025-02-10 09:58:05,335.00,0.08,2AF80W335,337.50,0.01,2AF80W337,332.50,0.66,3AF80W332,330.00,0.1,3AF80W330,1.43,332.96
2025-02-10 10:02:14,335.00,0.13,2AF80W335,337.50,0.02,2AF80W337,332.50,0.52,3AF80W332,330.00,0.06,3AF80W330,1.56,333.44
2025-02-10 10:06:23,335.00,0.11,2AF80W335,337.50,0.01,2AF80W337,332.50,0.51,3AF80W332,330.00,0.07,3AF80W330,1.46,333.13
2025-02-10 10:10:32,335.00,0.11,2AF80W335,337.50,0.01,2AF80W337,332.50,0.5,3AF80W332,330.00,0.06,3AF80W330,1.95,333.79
2025-02-10 10:14:40,335.00,0.23,2AF80W335,337.50,0.03,2AF80W337,332.50,0.36,3AF80W332,330.00,0.05,3AF80W330,1.5699999999999998,333.5
2025-02-10 10:18:49,335.00,0.12,2AF80W335,337.50,0.02,2AF80W337,332.50,0.45,3AF80W332,330.00,0.06,3AF80W330,1.5699999999999998,333.53
2025-02-10 10:22:58,335.00,0.12,2AF80W335,337.50,0.01,2AF80W337,332.50,0.44,3AF80W332,330.00,0.05,3AF80W330,1.4300000000000002,333.21
2025-02-10 10:27:07,335.00,0.1,2AF80W335,337.50,0.01,2AF80W337,332.50,0.56,3AF80W332,330.00,0.07,3AF80W330,1.4100000000000001,332.88
2025-02-10 10:31:16,335.00,0.09,2AF80W335,337.50,0.02,2AF80W337,332.50,0.53,3AF80W332,330.00,0.06,3AF80W330,1.4,333.22
2025-02-10 10:35:24,335.00,0.1,2AF80W335,337.50,0.02,2AF80W337,332.50,0.45,3AF80W332,330.00,0.04,3AF80W330,1.35,333.08
2025-02-10 10:39:33,335.00,0.09,2AF80W335,337.50,0.01,2AF80W337,332.50,0.47,3AF80W332,330.00,0.05,3AF80W330,1.3399999999999999,333.26
2025-02-10 10:43:41,335.00,0.08,2AF80W335,337.50,0.01,2AF80W337,332.50,0.52,3AF80W332,330.00,0.06,3AF80W330,1.3399999999999999,333.24
2025-02-10 10:47:50,335.00,0.08,2AF80W335,337.50,0.01,2AF80W337,332.50,0.48,3AF80W332,330.00,0.05,3AF80W330,1.31,333.15
2025-02-10 10:51:59,335.00,0.08,2AF80W335,337.50,0.01,2AF80W337,332.50,0.46,3AF80W332,330.00,0.05,3AF80W330,1.2999999999999998,333.3
2025-02-10 10:56:08,335.00,0.08,2AF80W335,337.50,0.01,2AF80W337,332.50,0.44,3AF80W332,330.00,0.05,3AF80W330,1.32,333.31
2025-02-10 11:00:17,335.00,0.08,2AF80W335,337.50,0.02,2AF80W337,332.50,0.45,3AF80W332,330.00,0.05,3AF80W330,1.3599999999999999,333.52
2025-02-10 11:04:26,335.00,0.12,2AF80W335,337.50,0.01,2AF80W337,332.50,0.32,3AF80W332,330.00,0.04,3AF80W330,1.7999999999999998,333.75
2025-02-10 11:08:35,335.00,0.17,2AF80W335,337.50,0.01,2AF80W337,332.50,0.26,3AF80W332,330.00,0.03,3AF80W330,1.69,333.87
2025-02-10 11:12:43,335.00,0.15,2AF80W335,337.50,0.01,2AF80W337,332.50,0.29,3AF80W332,330.00,0.03,3AF80W330,1.83,333.84
2025-02-10 11:16:52,335.00,0.16,2AF80W335,337.50,0.01,2AF80W337,332.50,0.28,3AF80W332,330.00,0.02,3AF80W330,1.69,334.08
2025-02-10 11:21:00,335.00,0.22,2AF80W335,337.50,0.02,2AF80W337,332.50,0.23,3AF80W332,330.00,0.02,3AF80W330,1.6099999999999999,333.98
2025-02-10 11:25:09,335.00,0.2,2AF80W335,337.50,0.01,2AF80W337,332.50,0.24,3AF80W332,330.00,0.02,3AF80W330,1.58,334.09
2025-02-10 11:29:18,335.00,0.23,2AF80W335,337.50,0.02,2AF80W337,332.50,0.19,3AF80W332,330.00,0.02,3AF80W330,1.65,334.1
2025-02-10 11:33:27,335.00,0.26,2AF80W335,337.50,0.02,2AF80W337,332.50,0.21,3AF80W332,330.00,0.02,3AF80W330,1.49,334.55
2025-02-10 11:37:35,335.00,0.33,2AF80W335,337.50,0.03,2AF80W337,332.50,0.16,3AF80W332,330.00,0.02,3AF80W330,1.4,334.43
2025-02-10 11:41:44,335.00,0.28,2AF80W335,337.50,0.02,2AF80W337,332.50,0.16,3AF80W332,330.00,0.02,3AF80W330,1.44,334.45
2025-02-10 11:45:54,335.00,0.3,2AF80W335,337.50,0.02,2AF80W337,332.50,0.15,3AF80W332,330.00,0.01,3AF80W330,1.36,334.37
2025-02-10 11:50:03,335.00,0.38,2AF80W335,337.50,0.03,2AF80W337,332.50,0.11,3AF80W332,330.00,0.02,3AF80W330,1.4400000000000002,334.59
2025-02-10 11:54:12,335.00,0.31,2AF80W335,337.50,0.02,2AF80W337,332.50,0.13,3AF80W332,330.00,0.02,3AF80W330,1.5,334.35
2025-02-10 11:58:20,335.00,0.27,2AF80W335,337.50,0.02,2AF80W337,332.50,0.14,3AF80W332,330.00,0.02,3AF80W330,1.5,334.19
2025-02-10 12:02:29,335.00,0.26,2AF80W335,337.50,0.02,2AF80W337,332.50,0.15,3AF80W332,330.00,0.02,3AF80W330,1.47,334.31
2025-02-10 12:06:38,335.00,0.2,2AF80W335,337.50,0.02,2AF80W337,332.50,0.18,3AF80W332,330.00,0.02,3AF80W330,1.49,334.21
2025-02-10 12:10:47,335.00,0.2,2AF80W335,337.50,0.01,2AF80W337,332.50,0.18,3AF80W332,330.00,0.02,3AF80W330,1.57,334.23
2025-02-10 12:14:56,335.00,0.2,2AF80W335,337.50,0.01,2AF80W337,332.50,0.17,3AF80W332,330.00,0.01,3AF80W330,1.65,333.93
2025-02-10 12:19:05,335.00,0.14,2AF80W335,337.50,0.01,2AF80W337,332.50,0.2,3AF80W332,330.00,0.02,3AF80W330,1.63,333.75
2025-02-10 12:23:14,335.00,0.13,2AF80W335,337.50,0.01,2AF80W337,332.50,0.19,3AF80W332,330.00,0.02,3AF80W330,1.38,333.67
2025-02-10 12:27:31,335.00,0.12,2AF80W335,337.50,0.01,2AF80W337,332.50,0.2,3AF80W332,330.00,0.02,3AF80W330,1.45,333.72
2025-02-10 12:31:40,335.00,0.11,2AF80W335,337.50,0.01,2AF80W337,332.50,0.19,3AF80W332,330.00,0.01,3AF80W330,1.58,334.04
2025-02-10 12:35:54,335.00,0.17,2AF80W335,337.50,0.02,2AF80W337,332.50,0.13,3AF80W332,330.00,0.01,3AF80W330,1.5599999999999998,333.82
2025-02-10 12:40:03,335.00,0.11,2AF80W335,337.50,0.01,2AF80W337,332.50,0.19,3AF80W332,330.00,0.01,3AF80W330,1.25,333.6
2025-02-10 12:44:12,335.00,0.09,2AF80W335,337.50,0.01,2AF80W337,332.50,0.22,3AF80W332,330.00,0.01,3AF80W330,1.79,333.83
