current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-02-19 09:04:04,347.50,2.5,209DJW347,352.50,0.31,209DJW352,345.00,0.19,309DJW345,342.50,0.07,309DJW342,2.6500000000000004,350.21
2025-02-19 09:08:07,347.50,3.4,209DJW347,352.50,0.6,209DJW352,345.00,0.14,309DJW345,342.50,0.05,309DJW342,2.88,350.65
2025-02-19 09:12:09,347.50,3.46,209DJW347,352.50,0.66,209DJW352,347.50,0.35,309DJW347,345.00,0.12,309DJW345,2.98,351.24
2025-02-19 09:16:12,347.50,4.28,209DJW347,352.50,0.99,209DJW352,347.50,0.31,309DJW347,345.00,0.11,309DJW345,3.02,351.39
2025-02-19 09:20:14,347.50,5.81,209DJW347,352.50,2.15,209DJW352,347.50,0.25,309DJW347,345.00,0.1,309DJW345,3.27,352.72
2025-02-19 09:24:17,347.50,5.47,209DJW347,352.50,1.73,209DJW352,347.50,0.25,309DJW347,345.00,0.1,309DJW345,3.14,352.46
2025-02-19 09:28:19,347.50,5.4,209DJW347,352.50,1.74,209DJW352,347.50,0.26,309DJW347,345.00,0.1,309DJW345,3.2,352.53
2025-02-19 09:32:22,347.50,5.56,209DJW347,352.50,1.83,209DJW352,347.50,0.23,309DJW347,345.00,0.09,309DJW345,3.13,352.7
2025-02-19 09:36:25,347.50,5.8,209DJW347,352.50,1.83,209DJW352,347.50,0.2,309DJW347,345.00,0.09,309DJW345,3.24,353.17
2025-02-19 09:40:27,347.50,5.81,209DJW347,352.50,1.92,209DJW352,347.50,0.19,309DJW347,345.00,0.08,309DJW345,3.13,352.79
2025-02-19 09:44:29,347.50,6.18,209DJW347,352.50,2.08,209DJW352,347.50,0.17,309DJW347,345.00,0.07,309DJW345,3.35,353.75
2025-02-19 09:48:32,347.50,6.56,209DJW347,352.50,2.5,209DJW352,350.00,0.43,309DJW350,347.50,0.16,309DJW347,3.49,353.62
2025-02-19 09:52:34,347.50,6.48,209DJW347,352.50,2.43,209DJW352,350.00,0.41,309DJW350,347.50,0.16,309DJW347,3.34,353.55
2025-02-19 09:56:37,347.50,6.36,209DJW347,352.50,2.25,209DJW352,350.00,0.41,309DJW350,347.50,0.16,309DJW347,3.2800000000000002,353.36
2025-02-19 10:00:39,347.50,6.1,209DJW347,352.50,2.12,209DJW352,350.00,0.42,309DJW350,347.50,0.16,309DJW347,3.2699999999999996,353.62
2025-02-19 10:04:42,352.50,1.97,209DJW352,355.00,0.82,209DJW355,350.00,0.42,309DJW350,347.50,0.16,309DJW347,3.1599999999999997,352.95
2025-02-19 10:08:44,352.50,2.26,209DJW352,355.00,0.99,209DJW355,350.00,0.39,309DJW350,347.50,0.14,309DJW347,3.2800000000000002,353.67
2025-02-19 10:12:47,352.50,2.15,209DJW352,355.00,0.92,209DJW355,350.00,0.41,309DJW350,347.50,0.16,309DJW347,3.26,353.65
2025-02-19 10:16:51,352.50,2.11,209DJW352,355.00,0.88,209DJW355,350.00,0.37,309DJW350,347.50,0.14,309DJW347,3.1799999999999997,353.36
2025-02-19 10:20:54,352.50,2.25,209DJW352,355.00,0.94,209DJW355,350.00,0.38,309DJW350,347.50,0.15,309DJW347,3.25,353.45
2025-02-19 10:24:56,352.50,2.3,209DJW352,355.00,0.96,209DJW355,350.00,0.37,309DJW350,347.50,0.14,309DJW347,3.1,353.54
2025-02-19 10:28:59,352.50,2.19,209DJW352,355.00,0.91,209DJW355,350.00,0.38,309DJW350,347.50,0.15,309DJW347,3.0599999999999996,353.11
