current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-02-26 09:03:57,350.00,0.47,209DKW350,352.50,0.16,209DKW352,340.00,0.34,309DKW340,330.00,0.02,309DKW330,3.87,347.76
2025-02-26 09:07:53,350.00,0.53,209DKW350,352.50,0.17,209DKW352,340.00,0.28,309DKW340,330.00,0.02,309DKW330,3.89,347.98
2025-02-26 09:11:50,350.00,0.48,209DKW350,352.50,0.17,209DKW352,342.50,0.67,309DKW342,340.00,0.28,309DKW340,3.9,347.52
2025-02-26 09:15:46,350.00,0.42,209DKW350,352.50,0.15,209DKW352,342.50,0.65,309DKW342,340.00,0.28,309DKW340,3.9699999999999998,347.27
2025-02-26 09:19:42,350.00,0.42,209DKW350,352.50,0.14,209DKW352,342.50,0.7,309DKW342,340.00,0.3,309DKW340,3.94,347.54
2025-02-26 09:23:38,350.00,0.36,209DKW350,352.50,0.12,209DKW352,342.50,0.78,309DKW342,340.00,0.35,309DKW340,3.9400000000000004,347.42
2025-02-26 09:27:35,350.00,0.27,209DKW350,352.50,0.08,209DKW352,340.00,0.34,309DKW340,332.50,0.04,309DKW332,4.37,346.91
2025-02-26 09:31:31,350.00,0.28,209DKW350,352.50,0.09,209DKW352,340.00,0.51,309DKW340,332.50,0.05,309DKW332,4.21,346.8
2025-02-26 09:35:27,350.00,0.37,209DKW350,352.50,0.12,209DKW352,340.00,0.42,309DKW340,332.50,0.05,309DKW332,3.96,347.61
2025-02-26 09:39:24,350.00,0.4,209DKW350,352.50,0.12,209DKW352,340.00,0.28,309DKW340,330.00,0.02,309DKW330,3.8899999999999997,347.64
2025-02-26 09:43:20,350.00,0.38,209DKW350,352.50,0.11,209DKW352,342.50,0.68,309DKW342,340.00,0.29,309DKW340,3.85,347.52
2025-02-26 09:47:17,350.00,0.42,209DKW350,352.50,0.13,209DKW352,342.50,0.64,309DKW342,340.00,0.26,309DKW340,3.78,347.49
2025-02-26 09:51:13,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.59,309DKW342,340.00,0.24,309DKW340,3.7399999999999998,347.88
2025-02-26 09:55:09,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.59,309DKW342,340.00,0.25,309DKW340,3.79,347.7
2025-02-26 09:59:06,352.50,0.15,209DKW352,355.00,0.04,209DKW355,342.50,0.54,309DKW342,340.00,0.24,309DKW340,3.6900000000000004,348.15
2025-02-26 10:03:01,350.00,0.56,209DKW350,352.50,0.19,209DKW352,342.50,0.5,309DKW342,340.00,0.2,309DKW340,3.67,348.45
2025-02-26 10:06:57,352.50,0.23,209DKW352,355.00,0.06,209DKW355,342.50,0.46,309DKW342,340.00,0.19,309DKW340,3.76,348.69
2025-02-26 10:10:53,352.50,0.22,209DKW352,355.00,0.06,209DKW355,342.50,0.49,309DKW342,340.00,0.2,309DKW340,3.76,348.57
2025-02-26 10:14:49,352.50,0.18,209DKW352,355.00,0.05,209DKW355,342.50,0.5,309DKW342,340.00,0.2,309DKW340,3.76,348.33
2025-02-26 10:18:46,352.50,0.2,209DKW352,355.00,0.06,209DKW355,342.50,0.51,309DKW342,340.00,0.21,309DKW340,3.76,348.32
2025-02-26 10:22:42,352.50,0.2,209DKW352,355.00,0.06,209DKW355,342.50,0.5,309DKW342,340.00,0.2,309DKW340,3.7199999999999998,348.39
2025-02-26 10:26:38,352.50,0.2,209DKW352,355.00,0.06,209DKW355,342.50,0.5,309DKW342,340.00,0.2,309DKW340,3.75,348.53
2025-02-26 10:30:34,352.50,0.24,209DKW352,355.00,0.07,209DKW355,342.50,0.47,309DKW342,340.00,0.19,309DKW340,3.74,348.5
2025-02-26 10:34:31,352.50,0.21,209DKW352,355.00,0.06,209DKW355,342.50,0.45,309DKW342,340.00,0.18,309DKW340,3.72,348.69
2025-02-26 10:38:27,352.50,0.21,209DKW352,355.00,0.07,209DKW355,342.50,0.46,309DKW342,340.00,0.18,309DKW340,3.71,348.19
2025-02-26 10:42:24,352.50,0.19,209DKW352,355.00,0.06,209DKW355,342.50,0.5,309DKW342,340.00,0.2,309DKW340,3.73,348.05
2025-02-26 10:46:21,352.50,0.17,209DKW352,355.00,0.06,209DKW355,342.50,0.52,309DKW342,340.00,0.22,309DKW340,3.6999999999999997,348.19
2025-02-26 10:50:17,352.50,0.16,209DKW352,355.00,0.05,209DKW355,342.50,0.53,309DKW342,340.00,0.21,309DKW340,3.7,348.07
2025-02-26 10:54:14,352.50,0.17,209DKW352,355.00,0.05,209DKW355,342.50,0.52,309DKW342,340.00,0.21,309DKW340,3.65,348.31
2025-02-26 10:58:10,352.50,0.16,209DKW352,355.00,0.05,209DKW355,342.50,0.49,309DKW342,340.00,0.2,309DKW340,3.6499999999999995,348.49
2025-02-26 11:02:06,352.50,0.17,209DKW352,355.00,0.05,209DKW355,342.50,0.48,309DKW342,340.00,0.19,309DKW340,3.6500000000000004,348.37
2025-02-26 11:06:02,352.50,0.16,209DKW352,355.00,0.05,209DKW355,342.50,0.49,309DKW342,340.00,0.19,309DKW340,3.64,348.32
2025-02-26 11:09:58,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.53,309DKW342,340.00,0.2,309DKW340,3.66,347.8
2025-02-26 11:13:54,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.55,309DKW342,340.00,0.22,309DKW340,3.7199999999999998,347.92
2025-02-26 11:17:51,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.57,309DKW342,340.00,0.22,309DKW340,3.67,347.7
2025-02-26 11:21:47,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.52,309DKW342,340.00,0.21,309DKW340,3.67,347.8
2025-02-26 11:25:43,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.54,309DKW342,340.00,0.21,309DKW340,3.64,348.16
2025-02-26 11:29:39,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.51,309DKW342,340.00,0.19,309DKW340,3.66,347.94
2025-02-26 11:33:35,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.53,309DKW342,340.00,0.21,309DKW340,3.63,347.77
2025-02-26 11:37:31,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.51,309DKW342,340.00,0.2,309DKW340,3.6100000000000003,347.94
2025-02-26 11:41:27,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.52,309DKW342,340.00,0.2,309DKW340,3.6,347.81
2025-02-26 11:45:23,352.50,0.14,209DKW352,355.00,0.04,209DKW355,342.50,0.49,309DKW342,340.00,0.19,309DKW340,3.6599999999999997,347.82
2025-02-26 11:49:19,352.50,0.12,209DKW352,355.00,0.04,209DKW355,342.50,0.52,309DKW342,340.00,0.2,309DKW340,3.5999999999999996,347.67
2025-02-26 11:53:16,352.50,0.13,209DKW352,355.00,0.03,209DKW355,342.50,0.52,309DKW342,340.00,0.21,309DKW340,3.64,347.52
2025-02-26 11:57:12,352.50,0.12,209DKW352,355.00,0.03,209DKW355,342.50,0.51,309DKW342,340.00,0.21,309DKW340,3.59,347.8
2025-02-26 12:01:09,352.50,0.13,209DKW352,355.00,0.04,209DKW355,342.50,0.49,309DKW342,340.00,0.19,309DKW340,3.62,347.8
