current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-01-16 09:03:52,335.00,1.44,209DEW335,340.00,0.06,209DEW340,330.00,0.05,309DEW330,327.50,0.02,309DEW327,2.27,335.98
2025-01-16 09:07:42,335.00,1.59,209DEW335,340.00,0.07,209DEW340,330.00,0.03,309DEW330,315.00,0.01,309DEW315,2.1,336.1
2025-01-16 09:11:32,335.00,1.68,209DEW335,337.50,0.43,209DEW337,330.00,0.03,309DEW330,327.50,0.01,309DEW327,2.0700000000000003,336.25
2025-01-16 09:15:22,335.00,1.44,209DEW335,337.50,0.35,209DEW337,330.00,0.03,309DEW330,327.50,0.02,309DEW327,1.91,335.7
2025-01-16 09:19:11,335.00,1.21,209DEW335,337.50,0.26,209DEW337,330.00,0.03,309DEW330,327.50,0.01,309DEW327,1.88,335.47
2025-01-16 09:23:01,335.00,1.32,209DEW335,337.50,0.29,209DEW337,330.00,0.03,309DEW330,327.50,0.01,309DEW327,1.8900000000000001,335.92
2025-01-16 09:26:51,335.00,1.37,209DEW335,337.50,0.3,209DEW337,330.00,0.03,309DEW330,327.50,0.01,309DEW327,1.88,336.24
2025-01-16 09:30:41,335.00,1.69,209DEW335,337.50,0.41,209DEW337,332.50,0.06,309DEW332,327.50,0.01,309DEW327,1.97,336.43
2025-01-16 09:34:31,335.00,1.67,209DEW335,337.50,0.39,209DEW337,332.50,0.07,309DEW332,327.50,0.01,309DEW327,1.91,336.44
2025-01-16 09:38:20,335.00,1.46,209DEW335,337.50,0.3,209DEW337,332.50,0.06,309DEW332,327.50,0.01,309DEW327,1.92,336.03
2025-01-16 09:42:10,335.00,1.64,209DEW335,337.50,0.39,209DEW337,332.50,0.06,309DEW332,330.00,0.02,309DEW330,1.9100000000000001,336.5
2025-01-16 09:46:00,335.00,1.78,209DEW335,337.50,0.41,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.8099999999999998,336.44
2025-01-16 09:49:50,335.00,1.65,209DEW335,337.50,0.35,209DEW337,332.50,0.04,309DEW332,330.00,0.02,309DEW330,1.91,336.14
2025-01-16 09:53:39,335.00,1.48,209DEW335,337.50,0.29,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.81,336.14
2025-01-16 09:57:29,335.00,1.19,209DEW335,337.50,0.19,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.58,335.62
2025-01-16 10:01:19,335.00,1.18,209DEW335,337.50,0.21,209DEW337,332.50,0.06,309DEW332,327.50,0.01,309DEW327,1.5799999999999998,335.52
2025-01-16 10:05:09,335.00,1.09,209DEW335,337.50,0.16,209DEW337,332.50,0.07,309DEW332,330.00,0.02,309DEW330,1.48,335.62
2025-01-16 10:08:59,335.00,0.96,209DEW335,337.50,0.14,209DEW337,332.50,0.06,309DEW332,327.50,0.01,309DEW327,1.5299999999999998,335.59
2025-01-16 10:12:48,335.00,1.0,209DEW335,337.50,0.17,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.53,336.04
2025-01-16 10:16:38,335.00,1.02,209DEW335,337.50,0.15,209DEW337,332.50,0.06,309DEW332,327.50,0.01,309DEW327,1.53,335.74
2025-01-16 10:20:28,335.00,1.01,209DEW335,337.50,0.14,209DEW337,332.50,0.06,309DEW332,330.00,0.02,309DEW330,1.51,335.9
2025-01-16 10:24:19,335.00,1.13,209DEW335,337.50,0.17,209DEW337,332.50,0.04,309DEW332,327.50,0.01,309DEW327,1.52,336.13
2025-01-16 10:28:08,335.00,1.01,209DEW335,337.50,0.14,209DEW337,332.50,0.04,309DEW332,330.00,0.02,309DEW330,1.43,335.99
2025-01-16 10:31:58,335.00,1.04,209DEW335,337.50,0.15,209DEW337,332.50,0.05,309DEW332,327.50,0.01,309DEW327,1.38,335.84
2025-01-16 10:35:48,335.00,0.9,209DEW335,337.50,0.12,209DEW337,332.50,0.05,309DEW332,327.50,0.01,309DEW327,1.4,335.87
2025-01-16 10:39:38,335.00,0.88,209DEW335,337.50,0.11,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.4,335.87
2025-01-16 10:43:28,335.00,1.07,209DEW335,337.50,0.16,209DEW337,332.50,0.05,309DEW332,330.00,0.02,309DEW330,1.5,336.06
2025-01-16 10:47:19,335.00,1.1,209DEW335,337.50,0.16,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,1.5,336.12
2025-01-16 10:51:08,335.00,1.19,209DEW335,337.50,0.17,209DEW337,332.50,0.04,309DEW332,327.50,0.01,309DEW327,1.66,336.03
2025-01-16 10:54:58,335.00,1.24,209DEW335,337.50,0.18,209DEW337,335.00,0.3,309DEW335,332.50,0.04,309DEW332,1.4700000000000002,336.19
2025-01-16 10:58:48,335.00,1.15,209DEW335,337.50,0.16,209DEW337,332.50,0.04,309DEW332,330.00,0.02,309DEW330,1.42,336.0
2025-01-16 11:02:38,335.00,1.12,209DEW335,337.50,0.15,209DEW337,335.00,0.36,309DEW335,332.50,0.04,309DEW332,1.4300000000000002,336.18
2025-01-16 11:06:28,335.00,1.15,209DEW335,337.50,0.16,209DEW337,332.50,0.04,309DEW332,330.00,0.02,309DEW330,1.3599999999999999,335.87
2025-01-16 11:10:18,335.00,0.98,209DEW335,337.50,0.12,209DEW337,332.50,0.04,309DEW332,330.00,0.02,309DEW330,1.34,335.83
2025-01-16 11:14:08,335.00,0.95,209DEW335,337.50,0.11,209DEW337,332.50,0.03,309DEW332,330.00,0.02,309DEW330,1.29,335.65
2025-01-16 11:17:57,335.00,0.94,209DEW335,337.50,0.11,209DEW337,335.00,0.37,309DEW335,332.50,0.03,309DEW332,1.31,335.72
2025-01-16 11:21:47,335.00,0.91,209DEW335,337.50,0.1,209DEW337,332.50,0.04,309DEW332,327.50,0.01,309DEW327,1.32,335.89
2025-01-16 11:25:37,335.00,0.97,209DEW335,337.50,0.11,209DEW337,335.00,0.34,309DEW335,332.50,0.04,309DEW332,1.34,335.95
2025-01-16 11:29:27,335.00,0.95,209DEW335,337.50,0.11,209DEW337,335.00,0.38,309DEW335,332.50,0.04,309DEW332,1.3,335.78
2025-01-16 11:33:17,335.00,1.08,209DEW335,337.50,0.13,209DEW337,335.00,0.31,309DEW335,332.50,0.03,309DEW332,1.35,336.03
2025-01-16 11:37:07,335.00,1.09,209DEW335,337.50,0.13,209DEW337,335.00,0.28,309DEW335,332.50,0.02,309DEW332,1.39,336.12
2025-01-16 11:40:58,335.00,1.13,209DEW335,337.50,0.13,209DEW337,335.00,0.25,309DEW335,332.50,0.02,309DEW332,1.4,336.04
2025-01-16 11:44:47,335.00,1.02,209DEW335,337.50,0.11,209DEW337,335.00,0.25,309DEW335,332.50,0.03,309DEW332,1.31,336.09
2025-01-16 11:48:37,335.00,0.92,209DEW335,337.50,0.1,209DEW337,335.00,0.29,309DEW335,332.50,0.03,309DEW332,1.26,336.03
2025-01-16 11:52:27,335.00,0.96,209DEW335,337.50,0.1,209DEW337,335.00,0.31,309DEW335,332.50,0.03,309DEW332,1.26,335.89
2025-01-16 11:56:17,335.00,0.93,209DEW335,337.50,0.1,209DEW337,335.00,0.31,309DEW335,332.50,0.02,309DEW332,1.26,335.97
2025-01-16 12:00:07,335.00,1.02,209DEW335,337.50,0.11,209DEW337,335.00,0.3,309DEW335,332.50,0.03,309DEW332,1.26,335.81
2025-01-16 12:03:57,335.00,1.01,209DEW335,337.50,0.12,209DEW337,335.00,0.3,309DEW335,332.50,0.02,309DEW332,1.27,335.92
2025-01-16 12:07:47,335.00,0.97,209DEW335,337.50,0.11,209DEW337,335.00,0.28,309DEW335,332.50,0.02,309DEW332,1.25,336.03
2025-01-16 12:11:37,335.00,1.0,209DEW335,337.50,0.12,209DEW337,335.00,0.29,309DEW335,332.50,0.02,309DEW332,1.29,335.86
2025-01-16 12:15:26,335.00,1.0,209DEW335,337.50,0.13,209DEW337,335.00,0.25,309DEW335,332.50,0.01,309DEW332,1.24,335.83
2025-01-16 12:19:16,335.00,1.03,209DEW335,337.50,0.12,209DEW337,335.00,0.24,309DEW335,332.50,0.01,309DEW332,1.23,335.79
2025-01-16 12:23:06,335.00,1.06,209DEW335,337.50,0.13,209DEW337,335.00,0.23,309DEW335,332.50,0.02,309DEW332,1.26,335.84
2025-01-16 12:26:56,335.00,0.95,209DEW335,337.50,0.1,209DEW337,335.00,0.23,309DEW335,332.50,0.02,309DEW332,1.19,336.02
2025-01-16 12:30:46,335.00,0.92,209DEW335,337.50,0.09,209DEW337,335.00,0.26,309DEW335,332.50,0.02,309DEW332,1.1800000000000002,335.81
2025-01-16 12:34:36,335.00,0.83,209DEW335,337.50,0.08,209DEW337,335.00,0.25,309DEW335,332.50,0.02,309DEW332,1.13,335.62
2025-01-16 12:38:26,335.00,0.64,209DEW335,337.50,0.05,209DEW337,335.00,0.36,309DEW335,332.50,0.03,309DEW332,1.05,335.42
2025-01-16 12:42:16,335.00,0.61,209DEW335,337.50,0.06,209DEW337,335.00,0.41,309DEW335,332.50,0.03,309DEW332,1.05,335.38
2025-01-16 12:46:06,335.00,0.58,209DEW335,337.50,0.05,209DEW337,335.00,0.42,309DEW335,332.50,0.02,309DEW332,1.06,335.41
2025-01-16 12:49:56,335.00,0.47,209DEW335,337.50,0.04,209DEW337,335.00,0.51,309DEW335,332.50,0.04,309DEW332,1.0499999999999998,335.1
2025-01-16 12:53:45,335.00,0.39,209DEW335,337.50,0.03,209DEW337,335.00,0.63,309DEW335,332.50,0.06,309DEW332,1.01,334.92
2025-01-16 12:57:35,335.00,0.42,209DEW335,337.50,0.03,209DEW337,335.00,0.59,309DEW335,332.50,0.04,309DEW332,1.0,334.85
2025-01-16 13:01:24,335.00,0.46,209DEW335,337.50,0.03,209DEW337,335.00,0.58,309DEW335,332.50,0.04,309DEW332,1.0,335.05
2025-01-16 13:05:13,335.00,0.46,209DEW335,337.50,0.04,209DEW337,335.00,0.57,309DEW335,332.50,0.04,309DEW332,0.97,334.98
2025-01-16 13:09:03,335.00,0.46,209DEW335,337.50,0.03,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.97,335.22
2025-01-16 13:12:52,335.00,0.5,209DEW335,337.50,0.03,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.97,335.14
2025-01-16 13:16:41,335.00,0.47,209DEW335,337.50,0.02,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.97,335.18
2025-01-16 13:20:30,335.00,0.51,209DEW335,337.50,0.03,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.97,335.3
2025-01-16 13:24:19,335.00,0.53,209DEW335,337.50,0.03,209DEW337,332.50,0.02,309DEW332,327.50,0.01,309DEW327,0.95,335.31
2025-01-16 13:28:08,335.00,0.43,209DEW335,337.50,0.02,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.99,335.01
2025-01-16 13:31:57,335.00,0.41,209DEW335,337.50,0.02,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.95,335.17
2025-01-16 13:36:15,335.00,0.45,209DEW335,337.50,0.02,209DEW337,332.50,0.03,309DEW332,327.50,0.01,309DEW327,0.9199999999999999,335.24
2025-01-16 13:40:04,335.00,0.41,209DEW335,337.50,0.03,209DEW337,335.00,0.51,309DEW335,332.50,0.03,309DEW332,0.91,335.22
2025-01-16 13:43:53,335.00,0.44,209DEW335,337.50,0.03,209DEW337,335.00,0.52,309DEW335,332.50,0.03,309DEW332,0.89,335.24
2025-01-16 13:47:43,335.00,0.43,209DEW335,337.50,0.03,209DEW337,335.00,0.41,309DEW335,332.50,0.03,309DEW332,0.88,335.11
2025-01-16 13:51:33,335.00,0.46,209DEW335,337.50,0.02,209DEW337,335.00,0.43,309DEW335,332.50,0.02,309DEW332,0.8799999999999999,335.31
2025-01-16 13:55:22,335.00,0.46,209DEW335,337.50,0.02,209DEW337,335.00,0.4,309DEW335,332.50,0.02,309DEW332,0.9000000000000001,335.52
2025-01-16 13:59:12,335.00,0.56,209DEW335,337.50,0.03,209DEW337,335.00,0.3,309DEW335,332.50,0.02,309DEW332,0.9099999999999999,335.45
2025-01-16 14:03:02,335.00,0.56,209DEW335,337.50,0.03,209DEW337,335.00,0.32,309DEW335,332.50,0.01,309DEW332,0.8899999999999999,335.44
2025-01-16 14:06:51,335.00,0.5,209DEW335,337.50,0.02,209DEW337,335.00,0.33,309DEW335,332.50,0.01,309DEW332,0.85,335.57
2025-01-16 14:10:41,335.00,0.57,209DEW335,337.50,0.02,209DEW337,335.00,0.36,309DEW335,332.50,0.02,309DEW332,0.88,335.36
2025-01-16 14:14:33,335.00,0.6,209DEW335,337.50,0.03,209DEW337,335.00,0.27,309DEW335,332.50,0.01,309DEW332,0.87,335.71
2025-01-16 14:18:23,335.00,0.56,209DEW335,337.50,0.02,209DEW337,335.00,0.33,309DEW335,332.50,0.02,309DEW332,0.81,335.5
2025-01-16 14:22:12,335.00,0.54,209DEW335,337.50,0.01,209DEW337,335.00,0.29,309DEW335,332.50,0.02,309DEW332,0.8300000000000001,335.63
2025-01-16 14:26:02,335.00,0.51,209DEW335,337.50,0.02,209DEW337,335.00,0.28,309DEW335,332.50,0.02,309DEW332,0.8,335.3
2025-01-16 14:29:52,335.00,0.32,209DEW335,337.50,0.02,209DEW337,332.50,0.02,309DEW332,327.50,0.01,309DEW327,0.76,335.17
2025-01-16 14:33:41,335.00,0.36,209DEW335,337.50,0.02,209DEW337,332.50,0.02,309DEW332,327.50,0.01,309DEW327,0.6599999999999999,335.4
2025-01-16 14:37:31,335.00,0.28,209DEW335,337.50,0.01,209DEW337,332.50,0.01,309DEW332,327.50,0.01,309DEW327,0.71,335.17
