current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-02-28 09:03:51,347.50,0.21,2AF83W347,350.00,0.06,2AF83W350,340.00,1.85,3AF83W340,337.50,1.03,3AF83W337,4.36,341.28
2025-02-28 09:07:41,345.00,0.45,2AF83W345,347.50,0.16,2AF83W347,340.00,1.89,3AF83W340,337.50,1.03,3AF83W337,4.3,340.79
2025-02-28 09:11:31,345.00,0.4,2AF83W345,347.50,0.13,2AF83W347,340.00,2.25,3AF83W340,337.50,1.3,3AF83W337,4.34,340.31
2025-02-28 09:15:21,345.00,0.33,2AF83W345,347.50,0.13,2AF83W347,340.00,2.58,3AF83W340,337.50,1.5,3AF83W337,4.67,339.21
2025-02-28 09:19:11,345.00,0.37,2AF83W345,347.50,0.14,2AF83W347,340.00,2.45,3AF83W340,337.50,1.41,3AF83W337,4.46,340.03
2025-02-28 09:23:01,345.00,0.36,2AF83W345,347.50,0.13,2AF83W347,340.00,2.37,3AF83W340,337.50,1.39,3AF83W337,4.38,339.9
2025-02-28 09:26:51,345.00,0.33,2AF83W345,347.50,0.12,2AF83W347,340.00,2.44,3AF83W340,337.50,1.42,3AF83W337,4.4,339.51
2025-02-28 09:30:41,345.00,0.37,2AF83W345,347.50,0.13,2AF83W347,340.00,2.49,3AF83W340,337.50,1.43,3AF83W337,4.41,339.91
2025-02-28 09:34:31,345.00,0.37,2AF83W345,347.50,0.12,2AF83W347,340.00,2.55,3AF83W340,337.50,1.46,3AF83W337,4.45,339.84
2025-02-28 09:38:20,345.00,0.39,2AF83W345,347.50,0.13,2AF83W347,340.00,2.51,3AF83W340,337.50,1.39,3AF83W337,4.34,340.06
2025-02-28 09:42:10,345.00,0.34,2AF83W345,347.50,0.12,2AF83W347,340.00,2.3,3AF83W340,337.50,1.29,3AF83W337,4.359999999999999,339.78
2025-02-28 09:46:00,345.00,0.32,2AF83W345,347.50,0.1,2AF83W347,340.00,2.82,3AF83W340,337.50,1.65,3AF83W337,4.46,339.21
2025-02-28 09:49:50,345.00,0.3,2AF83W345,347.50,0.1,2AF83W347,340.00,2.78,3AF83W340,337.50,1.61,3AF83W337,4.3999999999999995,339.37
2025-02-28 09:53:40,345.00,0.28,2AF83W345,347.50,0.1,2AF83W347,340.00,2.86,3AF83W340,337.50,1.66,3AF83W337,4.470000000000001,339.13
2025-02-28 09:57:30,345.00,0.27,2AF83W345,347.50,0.09,2AF83W347,340.00,2.91,3AF83W340,337.50,1.72,3AF83W337,4.53,338.8
2025-02-28 10:01:20,345.00,0.28,2AF83W345,347.50,0.09,2AF83W347,337.50,1.85,3AF83W337,335.00,1.02,3AF83W335,4.53,338.91
2025-02-28 10:05:10,345.00,0.31,2AF83W345,347.50,0.1,2AF83W347,337.50,1.66,3AF83W337,335.00,0.88,3AF83W335,4.47,339.14
2025-02-28 10:08:59,345.00,0.29,2AF83W345,347.50,0.09,2AF83W347,340.00,2.92,3AF83W340,337.50,1.73,3AF83W337,4.51,338.93
2025-02-28 10:12:50,345.00,0.28,2AF83W345,347.50,0.1,2AF83W347,340.00,2.96,3AF83W340,337.50,1.75,3AF83W337,4.5200000000000005,338.99
2025-02-28 10:16:40,345.00,0.27,2AF83W345,347.50,0.09,2AF83W347,340.00,2.96,3AF83W340,337.50,1.74,3AF83W337,4.640000000000001,338.62
2025-02-28 10:20:30,345.00,0.26,2AF83W345,347.50,0.1,2AF83W347,337.50,1.93,3AF83W337,335.00,1.1,3AF83W335,4.68,338.55
2025-02-28 10:24:19,345.00,0.26,2AF83W345,347.50,0.09,2AF83W347,337.50,1.86,3AF83W337,335.00,1.04,3AF83W335,4.6,338.5
2025-02-28 10:28:09,345.00,0.25,2AF83W345,347.50,0.09,2AF83W347,337.50,2.28,3AF83W337,335.00,1.35,3AF83W335,4.91,337.98
2025-02-28 10:31:59,342.50,0.59,2AF83W342,347.50,0.09,2AF83W347,340.00,3.94,3AF83W340,337.50,2.55,3AF83W337,5.32,337.51
2025-02-28 10:35:49,342.50,0.58,2AF83W342,347.50,0.08,2AF83W347,340.00,4.19,3AF83W340,337.50,2.77,3AF83W337,5.08,337.45
2025-02-28 10:39:39,342.50,0.58,2AF83W342,347.50,0.08,2AF83W347,340.00,4.0,3AF83W340,337.50,2.59,3AF83W337,4.84,337.75
2025-02-28 10:43:28,342.50,0.53,2AF83W342,347.50,0.08,2AF83W347,340.00,4.0,3AF83W340,337.50,2.62,3AF83W337,4.91,337.59
2025-02-28 10:47:19,342.50,0.56,2AF83W342,347.50,0.07,2AF83W347,340.00,4.41,3AF83W340,337.50,2.81,3AF83W337,4.88,337.47
2025-02-28 10:51:10,342.50,0.56,2AF83W342,347.50,0.08,2AF83W347,340.00,4.04,3AF83W340,337.50,2.59,3AF83W337,4.869999999999999,337.62
2025-02-28 10:55:00,342.50,0.56,2AF83W342,347.50,0.08,2AF83W347,340.00,3.93,3AF83W340,337.50,2.51,3AF83W337,4.869999999999999,337.75
