current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-01-30 09:03:51,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:07:41,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:11:31,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:15:21,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:19:11,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:23:01,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:26:51,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:30:41,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:34:31,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:38:21,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:42:11,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:46:00,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:49:50,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:53:40,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 09:57:30,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:01:20,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:05:10,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:09:00,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:12:50,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:16:40,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:20:30,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:24:20,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:28:10,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:32:00,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:35:49,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:39:40,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:43:29,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:47:19,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:51:09,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:54:59,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 10:58:50,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 11:02:40,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
2025-01-30 11:06:30,295.00,41.15,209DGW295,375.00,0.01,209DGW375,355.00,18.85,309DGW355,352.50,17.55,309DGW352,0.56,336.74
