current_time,ce1_name,ce1_ltp,ce1_token,ce2_name,ce2_ltp,ce2_token,pe1_name,pe1_ltp,pe1_token,pe2_name,pe2_ltp,pe2_token,straddle_price,underlying_ltp
2025-01-22 09:03:52,340.00,0.51,209DFW340,342.50,0.17,209DFW342,330.00,0.16,309DFW330,325.00,0.03,309DFW325,3.5100000000000002,335.88
2025-01-22 09:07:41,340.00,0.38,209DFW340,342.50,0.12,209DFW342,330.00,0.21,309DFW330,325.00,0.04,309DFW325,3.4800000000000004,335.96
2025-01-22 09:11:31,340.00,0.41,209DFW340,342.50,0.12,209DFW342,330.00,0.16,309DFW330,325.00,0.03,309DFW325,3.2600000000000002,336.3
2025-01-22 09:15:21,340.00,0.39,209DFW340,342.50,0.09,209DFW342,330.00,0.18,309DFW330,325.00,0.04,309DFW325,3.42,336.13
2025-01-22 09:19:11,340.00,0.34,209DFW340,342.50,0.09,209DFW342,330.00,0.15,309DFW330,325.00,0.02,309DFW325,3.28,336.0
2025-01-22 09:23:01,340.00,0.4,209DFW340,342.50,0.11,209DFW342,330.00,0.16,309DFW330,327.50,0.07,309DFW327,3.28,336.41
2025-01-22 09:26:51,340.00,0.27,209DFW340,342.50,0.08,209DFW342,330.00,0.17,309DFW330,325.00,0.03,309DFW325,3.23,335.45
2025-01-22 09:30:41,340.00,0.25,209DFW340,342.50,0.07,209DFW342,330.00,0.21,309DFW330,325.00,0.03,309DFW325,3.2,335.45
2025-01-22 09:34:31,340.00,0.27,209DFW340,342.50,0.07,209DFW342,330.00,0.21,309DFW330,325.00,0.04,309DFW325,3.19,335.57
2025-01-22 09:38:21,340.00,0.27,209DFW340,342.50,0.08,209DFW342,330.00,0.19,309DFW330,327.50,0.07,309DFW327,3.2,335.7
2025-01-22 09:42:11,340.00,0.26,209DFW340,342.50,0.07,209DFW342,330.00,0.2,309DFW330,327.50,0.08,309DFW327,3.19,335.77
2025-01-22 09:46:00,340.00,0.28,209DFW340,342.50,0.08,209DFW342,330.00,0.18,309DFW330,327.50,0.07,309DFW327,3.19,335.56
2025-01-22 09:49:50,340.00,0.3,209DFW340,342.50,0.08,209DFW342,330.00,0.15,309DFW330,327.50,0.06,309DFW327,3.2699999999999996,335.94
2025-01-22 09:53:40,340.00,0.3,209DFW340,342.50,0.08,209DFW342,330.00,0.15,309DFW330,327.50,0.05,309DFW327,3.19,335.71
2025-01-22 09:57:30,340.00,0.31,209DFW340,342.50,0.08,209DFW342,330.00,0.17,309DFW330,327.50,0.06,309DFW327,3.19,335.68
2025-01-22 10:01:20,340.00,0.27,209DFW340,342.50,0.07,209DFW342,330.00,0.16,309DFW330,327.50,0.06,309DFW327,3.15,335.52
2025-01-22 10:05:10,340.00,0.25,209DFW340,342.50,0.07,209DFW342,332.50,0.53,309DFW332,330.00,0.2,309DFW330,3.13,335.91
2025-01-22 10:09:00,340.00,0.33,209DFW340,342.50,0.08,209DFW342,332.50,0.44,309DFW332,330.00,0.15,309DFW330,3.3499999999999996,336.15
2025-01-22 10:12:50,340.00,0.37,209DFW340,342.50,0.09,209DFW342,332.50,0.37,309DFW332,330.00,0.14,309DFW330,3.15,336.58
